age	favourites	favourites_by_age	listed	listed_by_age	statuses	statuses_by_age	followers	followers_by_age	friends	friends_by_age	name_len	screen_name_len	description_len	screen_name_sim	name_upper_len	name_upper_pcnt	name_lower_len	name_lower_pcnt	name_digit_len	name_digit_pcnt	name_special_len	name_special_pcnt	screen_name_upper_len	screen_name_upper_pcnt	screen_name_lower_len	screen_name_lower_pcnt	screen_name_digit_len	screen_name_digit_pcnt	screen_name_special_len	screen_name_special_pcnt	description_upper_len	description_upper_pcnt	description_lower_len	description_lower_pcnt	description_digit_len	description_digit_pcnt	description_special_len	description_special_pcnt	geo	protected	location	background_img	default_prof	url	verified	user_id	target	twitter_target	botometer_target
1552.0	0	0.0	1	0.0006443298969072165	5193	3.346005154639175	296	0.19072164948453607	3	0.0019329896907216496	9	9	157	1.0	0	0.0	9	1.0	0	0.0	0	0.0	0	0.0	9	1.0	0	0.0	0	0.0	6	0.03821656050955414	117	0.7452229299363057	0	0.0	34	0.21656050955414013	0	0	1	1	1	1	0	1073515275323097088	1	0	1
2248.0	0	0.0	17	0.007562277580071174	2486	1.1058718861209964	86	0.03825622775800712	2	0.0008896797153024911	13	12	102	0.8888888888888888	2	0.15384615384615385	10	0.7692307692307693	0	0.0	1	0.07692307692307693	0	0.0	12	1.0	0	0.0	0	0.0	9	0.08823529411764706	72	0.7058823529411765	0	0.0	21	0.20588235294117646	0	0	0	1	1	1	0	821098759073497089	1	0	0
2383.0	0	0.0	8	0.003357112882920688	20005	8.394880402853547	3748	1.5728073856483424	3	0.001258917331095258	11	8	138	0.8571428571428571	2	0.18181818181818182	8	0.7272727272727273	0	0.0	1	0.09090909090909091	2	0.25	6	0.75	0	0.0	0	0.0	9	0.06521739130434782	105	0.7608695652173914	0	0.0	24	0.17391304347826086	0	0	1	1	1	1	0	772264497453170688	1	0	1
2643.0	18	0.00681044267877412	156	0.05902383654937571	186805	70.67915247824442	9635	3.645478622777147	5	0.0018917896329928112	13	11	66	0.9	0	0.0	11	0.8461538461538461	0	0.0	2	0.15384615384615385	0	0.0	11	1.0	0	0.0	0	0.0	7	0.10606060606060606	45	0.6818181818181818	0	0.0	14	0.21212121212121213	1	0	1	0	0	1	0	4531666948	1	0	0
1871.0	7169	3.831640833778728	4	0.002137894174238375	31921	17.060929983965792	213	0.11384286477819348	219	0.11704970603955105	18	10	160	0.42857142857142855	3	0.16666666666666666	12	0.6666666666666666	0	0.0	3	0.16666666666666666	6	0.6	4	0.4	0	0.0	0	0.0	13	0.08125	110	0.6875	0	0.0	37	0.23125	0	0	1	0	0	1	0	957685460435861509	1	0	0
2341.0	5	0.0021358393848782574	53	0.022639897479709525	18358	7.841947885519009	1985	0.8479282357966681	6	0.0025630072618539087	19	15	134	0.75	4	0.21052631578947367	12	0.631578947368421	0	0.0	3	0.15789473684210525	0	0.0	13	0.8666666666666667	0	0.0	2	0.13333333333333333	9	0.06716417910447761	102	0.7611940298507462	0	0.0	23	0.17164179104477612	0	0	0	0	0	0	0	787405734442958848	1	0	0
2288.0	669	0.2923951048951049	512	0.22377622377622378	2972	1.298951048951049	14364	6.277972027972028	571	0.24956293706293706	25	15	136	0.6666666666666666	3	0.12	20	0.8	0	0.0	2	0.08	3	0.2	12	0.8	0	0.0	0	0.0	18	0.1323529411764706	95	0.6985294117647058	0	0.0	23	0.16911764705882354	1	0	1	1	1	1	1	806583915012046854	0	0	0
2309.0	5931	2.5686444348202686	2210	0.9571242962321351	14109	6.110437418796016	441031	191.00519705500216	887	0.3841489822433954	32	13	142	0.6470588235294118	4	0.125	25	0.78125	0	0.0	3	0.09375	3	0.23076923076923078	10	0.7692307692307693	0	0.0	0	0.0	15	0.1056338028169014	100	0.704225352112676	2	0.014084507042253521	25	0.176056338028169	1	0	1	0	0	0	1	798973032362606600	0	0	0
2038.0	20	0.009813542688910697	4	0.001962708537782139	22873	11.223258096172719	53	0.026005888125613347	9	0.004416094210009814	29	12	159	0.3157894736842105	4	0.13793103448275862	22	0.7586206896551724	0	0.0	3	0.10344827586206896	2	0.16666666666666666	10	0.8333333333333334	0	0.0	0	0.0	7	0.0440251572327044	111	0.6981132075471698	5	0.031446540880503145	36	0.22641509433962265	0	0	0	0	0	0	0	897420104933277696	1	0	1
2239.0	6	0.0026797677534613666	20	0.008932559178204555	9067	4.049575703439035	82	0.03662349263063868	36	0.0160786065207682	18	14	122	0.7142857142857143	3	0.16666666666666666	13	0.7222222222222222	0	0.0	2	0.1111111111111111	3	0.21428571428571427	11	0.7857142857142857	0	0.0	0	0.0	13	0.10655737704918032	89	0.7295081967213115	0	0.0	20	0.16393442622950818	0	0	1	0	0	0	0	824365984265945098	1	0	1
2306.0	644	0.2792714657415438	63	0.027320034692107545	15603	6.7662619254119685	766	0.33217692974848223	855	0.3707718993928881	18	11	42	0.4375	3	0.16666666666666666	13	0.7222222222222222	0	0.0	2	0.1111111111111111	0	0.0	11	1.0	0	0.0	0	0.0	1	0.023809523809523808	34	0.8095238095238095	0	0.0	7	0.16666666666666666	0	0	0	1	1	0	0	800121246750883842	1	0	1
2280.0	0	0.0	24	0.010526315789473684	17312	7.5929824561403505	91	0.039912280701754385	1	0.0004385964912280702	20	15	75	0.5384615384615384	3	0.15	13	0.65	0	0.0	4	0.2	2	0.13333333333333333	13	0.8666666666666667	0	0.0	0	0.0	6	0.08	56	0.7466666666666667	0	0.0	13	0.17333333333333334	0	0	0	1	1	0	0	809735730888982531	1	0	0
