age	favourites	favourites_by_age	listed	listed_by_age	statuses	statuses_by_age	followers	followers_by_age	friends	friends_by_age	name_len	screen_name_len	description_len	screen_name_sim	name_upper_len	name_upper_pcnt	name_lower_len	name_lower_pcnt	name_digit_len	name_digit_pcnt	name_special_len	name_special_pcnt	screen_name_upper_len	screen_name_upper_pcnt	screen_name_lower_len	screen_name_lower_pcnt	screen_name_digit_len	screen_name_digit_pcnt	screen_name_special_len	screen_name_special_pcnt	description_upper_len	description_upper_pcnt	description_lower_len	description_lower_pcnt	description_digit_len	description_digit_pcnt	description_special_len	description_special_pcnt	geo	protected	location	background_img	default_prof	url	verified	user_id	target	twitter_target	botometer_target
5000.0	617	0.1234	15	0.003	16164	3.2328	291	0.0582	4212	0.8424	2	5	76	0.4	2	1.0	0	0.0	0	0.0	0	0.0	2	0.4	0	0.0	2	0.4	1	0.2	8	0.10526315789473684	46	0.6052631578947368	2	0.02631578947368421	20	0.2631578947368421	1	0	0	1	0	0	0	54149147	0	0	1
2958.0	4755	1.6075050709939147	1	0.0003380662609871535	14872	5.027721433400947	154	0.052062204192021636	1076	0.36375929682217717	15	10	40	0.5384615384615384	2	0.13333333333333333	12	0.8	0	0.0	1	0.06666666666666667	0	0.0	10	1.0	0	0.0	0	0.0	6	0.15	26	0.65	0	0.0	8	0.2	0	0	1	0	0	0	0	3023077420	0	0	0
3793.0	107	0.028209860268916424	50	0.013182177695755339	4435	1.1692591616134986	898	0.23675191141576588	1737	0.45794885315054046	17	14	107	0.7692307692307693	3	0.17647058823529413	13	0.7647058823529411	0	0.0	1	0.058823529411764705	3	0.21428571428571427	11	0.7857142857142857	0	0.0	0	0.0	9	0.08411214953271028	78	0.7289719626168224	0	0.0	20	0.18691588785046728	0	0	1	1	0	1	0	902660155	1	0	1
4393.0	4	0.0009105394946505805	102	0.0232187571135898	5302	1.2069201001593444	1701	0.38720692010015934	1928	0.4388800364215798	13	12	157	0.9	2	0.15384615384615385	10	0.7692307692307693	0	0.0	1	0.07692307692307693	2	0.16666666666666666	10	0.8333333333333334	0	0.0	0	0.0	7	0.044585987261146494	116	0.7388535031847133	1	0.006369426751592357	33	0.21019108280254778	0	0	1	1	0	1	0	260866109	1	0	1
2989.0	56	0.01873536299765808	3	0.0010036801605888257	1794	0.6002007360321178	205	0.06858481097356976	455	0.1522248243559719	16	15	0	0.9230769230769231	2	0.125	13	0.8125	0	0.0	1	0.0625	0	0.0	15	1.0	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2961735746	1	0	1
3507.0	2217	0.632164242942686	1	0.00028514399771884804	2046	0.583404619332763	46	0.01311662389506701	109	0.031080695751354435	10	13	19	0.2	2	0.2	8	0.8	0	0.0	0	0.0	4	0.3076923076923077	6	0.46153846153846156	2	0.15384615384615385	1	0.07692307692307693	13	0.6842105263157895	0	0.0	2	0.10526315789473684	4	0.21052631578947367	0	0	0	1	0	0	0	1651736654	1	0	0
3079.0	4372	1.4199415394608639	3	0.000974342318934719	6280	2.0396232543033452	368	0.1195193244559922	281	0.09126339720688535	5	14	0	0.625	0	0.0	5	1.0	0	0.0	0	0.0	2	0.14285714285714285	12	0.8571428571428571	0	0.0	0	0.0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2819670100	0	0	0
3608.0	4307	1.1937361419068737	0	0.0	5866	1.625831485587583	432	0.1197339246119734	324	0.08980044345898004	4	11	0	0.2222222222222222	4	1.0	0	0.0	0	0.0	0	0.0	2	0.18181818181818182	9	0.8181818181818182	0	0.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1387135098	0	0	0
3841.0	7498	1.9520958083832336	15	0.003905233012236397	9836	2.5607914605571467	1105	0.28768549856808123	952	0.24785212184327	14	13	102	0.10526315789473684	3	0.21428571428571427	8	0.5714285714285714	0	0.0	3	0.21428571428571427	3	0.23076923076923078	7	0.5384615384615384	3	0.23076923076923078	0	0.0	12	0.11764705882352941	63	0.6176470588235294	2	0.0196078431372549	25	0.24509803921568626	1	0	1	1	0	0	0	807862398	0	0	0
4394.0	0	0.0	0	0.0	4020	0.9148839326354119	46	0.010468821119708694	0	0.0	20	15	33	0.8125	3	0.15	15	0.75	0	0.0	2	0.1	2	0.13333333333333333	13	0.8666666666666667	0	0.0	0	0.0	4	0.12121212121212122	25	0.7575757575757576	0	0.0	4	0.12121212121212122	0	0	1	1	0	1	0	260800657	1	0	1
4752.0	9082	1.9111952861952861	3	0.0006313131313131314	13543	2.8499579124579126	713	0.15004208754208753	585	0.12310606060606061	2	7	12	0.2857142857142857	0	0.0	2	1.0	0	0.0	0	0.0	0	0.0	7	1.0	0	0.0	0	0.0	0	0.0	11	0.9166666666666666	0	0.0	1	0.08333333333333333	1	0	1	1	0	0	0	122028183	0	0	0
4016.0	5726	1.425796812749004	1	0.000249003984063745	9243	2.301543824701195	236	0.05876494023904383	308	0.07669322709163347	12	15	92	0.4	0	0.0	11	0.9166666666666666	0	0.0	1	0.08333333333333333	0	0.0	15	1.0	0	0.0	0	0.0	1	0.010869565217391304	72	0.782608695652174	0	0.0	19	0.20652173913043478	0	0	1	1	0	0	0	526581925	0	0	0
